1000
0	11876.20793	752.1204354
1	11737.28594	743.3225035
2	11598.46862	734.5312003
3	11459.77082	725.7474663
4	11321.20739	716.9722421
5	11182.79318	708.206468
6	11044.54301	699.4510827
7	10906.47167	690.7070228
8	10768.59399	681.9752269
9	10630.92478	673.2566335
10	10493.47877	664.5521756
11	10356.27069	655.862786
12	10219.31534	647.1894014
13	10082.62735	638.532949
14	9946.221399	629.8943579
15	9810.112152	621.2745571
16	9674.314221	612.674472
17	9538.842158	604.0950241
18	9403.710482	595.537133
19	9268.933716	587.0017182
20	9134.526289	578.4896938
21	9000.502634	570.0019736
22	8866.877121	561.5394678
23	8733.664032	553.1030807
24	8600.877678	544.6937188
25	8468.532191	536.312277
26	8336.641822	527.9596579
27	8205.220584	519.6367488
28	8074.282547	511.3444409
29	7943.841694	503.0836196
30	7813.911947	494.8551667
31	7684.507109	486.6599562
32	7555.640982	478.4988624
33	7427.327277	470.3727535
34	7299.579619	462.2824923
35	7172.41154	454.2289358
36	7045.836543	446.2129392
37	6919.86804	438.235352
38	6794.519326	430.2970159
39	6669.803634	422.3987692
40	6545.734107	414.5414441
41	6422.32386	406.7258712
42	6299.585796	398.9528677
43	6177.532819	391.2232507
44	6056.177714	383.53783
45	5935.533146	375.8974076
46	5815.61175	368.3027837
47	5696.426009	360.7547489
48	5577.98829	353.2540863
49	5460.310868	345.8015732
50	5343.405958	338.3979835
51	5227.285596	331.0440791
52	5111.961789	323.7406206
53	4997.446332	316.4883549
54	4883.750992	309.2880273
55	4770.887386	302.1403733
56	4658.867011	295.0461212
57	4547.701244	288.0059914
58	4437.401372	281.0206988
59	4327.978533	274.0909487
60	4219.443745	267.2174388
61	4111.807876	260.4008575
62	4005.081705	253.6418874
63	3899.27586	246.9412016
64	3794.40085	240.2994656
65	3690.467034	233.7173354
66	3587.484683	227.1954615
67	3485.463855	220.7344808
68	3384.414521	214.3350249
69	3284.346501	207.9977157
70	3185.269496	201.7231674
71	3087.193056	195.5119849
72	2990.126524	189.3647598
73	2894.079179	183.28208
74	2799.060154	177.2645237
75	2705.078342	171.312654
76	2612.142603	165.4270322
77	2520.261592	159.6082063
78	2429.443751	153.856711
79	2339.697493	148.1730791
80	2251.030992	142.5578282
81	2163.452272	137.0114665
82	2076.969207	131.5344926
83	1991.589551	126.1273977
84	1907.32082	120.7906576
85	1824.170469	115.5247445
86	1742.145682	110.3301135
87	1661.253586	105.2072158
88	1581.501038	100.1564856
89	1502.894803	95.17835152
90	1425.441468	90.27323061
91	1349.147411	85.44152677
92	1274.018919	80.68363818
93	1200.062009	75.99994595
94	1127.282611	71.39082551
95	1055.686472	66.85664092
96	985.2790722	62.39773916
97	916.0658897	58.01446722
98	848.0520445	53.70714933
99	781.2426264	49.47610783
100	715.6424557	45.32164799
101	651.2562331	41.2440675
102	588.0884496	37.24365078
103	526.1434165	33.32067085
104	465.4252955	29.47539129
105	405.9380685	25.70806427
106	347.6854782	22.01892681
107	290.6711472	18.40820833
108	234.8984888	14.87612499
109	180.3707663	11.42288347
110	127.0910037	8.048675265
111	75.06210518	4.753684303
112	24.28676538	1.538081231
113	-25.23253069	-1.597976568
114	-73.49344773	-4.654341202
115	-120.49386	-7.63087805
116	-166.2318213	-10.52746387
117	-210.7055055	-13.34398298
118	-253.9133855	-16.0803387
119	-295.8540541	-18.73644191
120	-336.5262839	-21.31221486
121	-375.9290567	-23.80759308
122	-414.0615345	-26.2225235
123	-450.9230584	-28.55696439
124	-486.5131793	-30.81088731
125	-520.8315979	-32.9842733
126	-553.8782243	-35.07711667
127	-585.6531483	-37.08942311
128	-616.1566695	-39.02121158
129	-645.3892367	-40.87251053
130	-673.3515088	-42.64336166
131	-700.0443241	-44.33381807
132	-725.4687004	-45.94394422
133	-749.6258654	-47.47381787
134	-772.5172263	-48.92352811
135	-794.1443099	-50.29317165
136	-814.5089427	-51.58286417
137	-833.6130706	-52.79272889
138	-851.4588195	-53.92290045
139	-868.0485247	-54.97352674
140	-883.3846712	-55.94476514
141	-897.4699537	-56.8367863
142	-910.3072761	-57.64977414
143	-921.8996627	-58.38392016
144	-932.2503767	-59.03943104
145	-941.3628313	-59.61652294
146	-949.2406494	-60.11542528
147	-955.8875734	-60.53637508
148	-961.3075852	-60.87962452
149	-965.5048467	-61.14543715
150	-968.4836691	-61.33408602
151	-970.2485435	-61.44585554
152	-970.8041704	-61.4810434
153	-970.1553701	-61.43995487
154	-968.3072326	-61.32291229
155	-965.2648775	-61.13023989
156	-961.0337838	-60.86228466
157	-955.6194305	-60.51939359
158	-949.0275663	-60.10193072
159	-941.2641191	-59.61027149
160	-932.3351069	-59.04479701
161	-922.2468172	-58.40590546
162	-911.0056271	-57.69400072
163	-898.6181235	-56.90949991
164	-885.0910727	-56.05283158
165	-870.4313312	-55.12442991
166	-854.6460245	-54.12474619
167	-837.7423383	-53.05423548
168	-819.7277277	-51.9133699
169	-800.6097075	-50.70262539
170	-780.3960324	-49.42249302
171	-759.0945764	-48.07347148
172	-736.7133636	-46.65606892
173	-713.2605675	-45.17080297
174	-688.7446012	-43.61820644
175	-663.173908	-41.99881404
176	-636.5571404	-40.31317373
177	-608.9031607	-38.56184676
178	-580.2208611	-36.74539627
179	-550.5193732	-34.86440057
180	-519.8079785	-32.91944747
181	-488.0960183	-30.91112853
182	-455.3930435	-28.84004862
183	-421.7087545	-26.70682206
184	-387.0529718	-24.5120708
185	-351.4356653	-22.25642622
186	-314.8668949	-19.94052542
187	-277.3569301	-17.56501875
188	-238.9161301	-15.13056228
189	-199.5550037	-12.63782153
190	-159.2841798	-10.08746962
191	-118.1144368	-7.480189139
192	-76.05664278	-4.816668383
193	-33.12181578	-2.097605117
194	10.67890653	0.67629532
195	55.33423678	3.504318088
196	100.8327977	6.385742669
197	147.1630925	9.319840964
198	194.3135042	12.30587728
199	242.2722666	15.34310646
200	291.0275832	18.43078142
201	-1776.511665	-112.5065117
202	-2603.122174	-164.8557683
203	-1675.126614	-106.0857948
204	493.773195	31.27066422
205	2663.40866	168.6737124
206	3593.61107	227.5834456
207	2770.678243	175.4670968
208	708.2870611	44.85583073
209	-1353.419063	-85.71205058
210	-2174.296717	-137.6982453
211	-1240.669349	-78.57160941
212	933.7604116	59.13506157
213	3108.823194	196.8818218
214	4044.349538	256.1287199
215	3226.636604	204.3429469
216	1169.360525	74.05562045
217	-887.3359754	-56.1950013
218	-1703.310203	-107.870662
219	-764.8862338	-48.44025723
220	1414.232673	89.56337745
221	3593.876488	227.6002546
222	4533.875182	287.1303867
223	3720.525287	235.6209251
224	1667.502368	105.6029512
225	-385.0514216	-24.38531259
226	-1196.993866	-75.80564038
227	-254.6496704	-16.12696764
228	1928.277487	122.1178436
229	4111.617098	260.3887756
230	5055.198565	320.1458047
231	4245.31806	268.8560596
232	2195.650668	139.0505914
233	146.3381551	9.267597667
234	-662.4776828	-41.95472208
235	282.8780894	17.91467386
236	2468.701405	156.3428988
237	4654.821426	294.7899142
238	5601.067255	354.7156775
239	4793.734675	303.5872925
240	2746.498593	173.9357991
241	699.5004436	44.29937411
242	-107.1182758	-6.783802095
243	840.3172499	53.21730467
244	3028.102655	191.7697888
245	5216.066891	330.3335984
246	6164.038942	390.3686833
247	5358.314441	339.3421379
248	3312.568084	209.7849889
249	1266.941247	80.23540916
250	461.5753083	29.23157154
251	1410.144962	89.30450265
